ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
R90400602,classic_bike,2026-08-18 08:10:26,2026-08-18 08:23:28,E 17 St & Broadway,5307.10,Broadway & W 41 St,241,40.7371,-73.9902,40.7553,-73.9868,member
R90400588,electric_bike,2026-08-18 08:11:04,2026-08-18 08:23:35,W 20 St & 11 Ave,207,W 33 St & 7 Ave,6594.06,40.7465,-74.0077,40.7502,-73.9908,member
R90400594,classic_bike,2026-08-18 08:11:22,2026-08-18 08:20:35,8 Ave & W 31 St,6359.12,9 Ave & W 22 St,6088.11,40.7505,-73.9947,40.7455,-74.0019,member
R90400579,electric_bike,2026-08-18 08:11:39,2026-08-18 08:15:50,E 17 St & Broadway,287,University Pl & E 14 St,5183.03,40.7371,-73.9902,40.7349,-73.9922,member
R90400597,electric_bike,2026-08-18 08:12:08,2026-08-18 08:17:49,W 21 St & 6 Ave,6173.11,8 Ave & W 31 St,475,40.7417,-73.9942,40.7505,-73.9947,casual
R90400620,classic_bike,2026-08-18 08:12:12,2026-08-18 08:20:52,W 26 St & 8 Ave,6253.07,W 41 St & 8 Ave,254,40.7472,-73.9973,40.7562,-73.9901,member
R90400582,electric_bike,2026-08-18 08:12:25,2026-08-18 08:21:22,University Pl & E 14 St,5183.03,Cleveland Pl & Spring St,6679.12,40.7349,-73.9922,40.7220,-73.9973,member
R90400621,classic_bike,2026-08-18 08:12:32,2026-08-18 08:36:33,E 7 St & Avenue A,5428.06,E 47 St & Park Ave,6462.07,40.7263,-73.9838,40.7550,-73.9750,member
R90400616,electric_bike,2026-08-18 08:13:44,2026-08-18 08:23:30,University Pl & E 14 St,5183.03,Cleveland Pl & Spring St,6679.12,40.7349,-73.9922,40.7220,-73.9973,casual
R90400566,electric_bike,2026-08-18 08:15:01,2026-08-18 08:18:51,8 Ave & W 31 St,475,Broadway & W 41 St,6732.19,40.7505,-73.9947,40.7553,-73.9868,member
R90400624,classic_bike,2026-08-18 08:16:24,2026-08-18 08:26:16,E 7 St & Avenue A,5428.06,Cleveland Pl & Spring St,6679.12,40.7263,-73.9838,40.7220,-73.9973,member
R90400564,classic_bike,2026-08-18 08:18:45,2026-08-18 08:32:06,1 Ave & E 68 St,6056.19,E 47 St & Park Ave,415,40.7651,-73.9582,40.7550,-73.9750,member
R90400583,classic_bike,2026-08-18 08:19:48,2026-08-18 08:37:29,1 Ave & E 68 St,6056.19,e 43 st & vanderbilt ave,590,40.7651,-73.9582,40.7530,-73.9774,casual
R90400576,electric_bike,2026-08-18 08:19:59,2026-08-18 08:22:42,w 21 st & 6 ave,6173.11,W 26 St & 8 Ave,6253.07,40.7417,-73.9942,40.7472,-73.9973,member
R90400596,classic_bike,2026-08-18 08:21:17,2026-08-18 08:29:36,University Pl & E 14 St,382,W 21 St & 6 Ave,6173.11,40.7349,-73.9922,40.7417,-73.9942,member
R90400629,electric_bike,2026-08-18 08:21:56,2026-08-18 08:36:19,Lafayette St & E 8 St,5906.08,W 45 St & 6 Ave,6785.05,40.7302,-73.9911,40.7566,-73.9826,casual
R90400593,electric_bike,2026-08-18 08:23:59,2026-08-18 08:42:07,Carmine St & 6 Ave,6650.03,Broadway & Battery Pl,6881.14,40.7303,-74.0022,40.7045,-74.0136,member
R90400630,electric_bike,2026-08-18 08:25:28,2026-08-18 08:44:58,Broadway  & E 14 St,6115.16,W 41 St & 8 Ave,6419.19,40.7345,-73.9906,40.7562,-73.9901,member
R90400587,classic_bike,2026-08-18 08:26:18,2026-08-18 08:29:56,9 Ave & W 22 St,6088.11,W 20 St & 11 Ave,5160.04,40.7455,-74.0019,40.7465,-74.0077,member
R90400590,electric_bike,2026-08-18 08:27:07,2026-08-18 08:36:49,Pershing Square North,6711.03,W 33 St & 7 Ave,6594.06,40.7518,-73.9778,40.7502,-73.9908,member
R90400603,electric_bike,2026-08-18 08:27:17,2026-08-18 08:37:37,E 17 St & Broadway,5307.10,6 Ave & W 33 St,5431.02,40.7371,-73.9902,40.7490,-73.9880,casual
R90400604,electric_bike,2026-08-18 08:28:45,2026-08-18 08:40:23,Pershing Square North,6711.03,Broadway & E 14 St,6115.16,40.7518,-73.9778,40.7345,-73.9906,member
R90400608,classic_bike,2026-08-18 08:28:47,2026-08-18 08:48:55,Christopher St & Greenwich St,6202.07,Vesey Pl & River Terrace,6741.09,40.7329,-74.0071,40.7153,-74.0163,member
R90400578,classic_bike,2026-08-18 08:29:58,2026-08-18 08:49:59,Carmine St & 6 Ave,6650.03,broadway & w 41 st,6732.19,40.7303,-74.0022,40.7553,-73.9868,member
R90400571,classic_bike,2026-08-18 08:30:22,2026-08-18 08:47:53,University Pl & E 14 St,5183.03,West St & Chambers St,6917.09,40.7349,-73.9922,40.7175,-74.0132,casual
R90400614,classic_bike,2026-08-18 08:30:33,2026-08-18 08:34:36,e 47 st & park ave,6462.07,Pershing Square North,6711.03,40.7550,-73.9750,40.7518,-73.9778,member
R90400626,electric_bike,2026-08-18 08:30:37,2026-08-18 08:42:39,Broadway & E 14 St,6115.16,E 43 St & Vanderbilt Ave,6741.16,40.7345,-73.9906,40.7530,-73.9774,member
R90400574,classic_bike,2026-08-18 08:32:26,2026-08-18 08:36:38,9 Ave & W 22 St,6088.11,W 17 St & 8 Ave,5891.11,40.7455,-74.0019,40.7418,-74.0015,member
R90400628,classic_bike,2026-08-18 08:33:38,2026-08-18 09:05:07,e 43 st & vanderbilt ave,6741.16,West St & Chambers St,6917.09,40.7530,-73.9774,40.7175,-74.0132,casual
R90400573,classic_bike,2026-08-18 08:34:45,2026-08-18 08:47:34,Lexington Ave & E 63 St,5734.15,E 43 St & Vanderbilt Ave,6741.16,40.7642,-73.9660,40.7530,-73.9774,member
R90400622,electric_bike,2026-08-18 08:36:30,2026-08-18 08:53:36,Lafayette St & E 8 St,5906.08,West  St & Chambers St,6917.09,40.7302,-73.9911,40.7175,-74.0132,casual
R90400585,electric_bike,2026-08-18 08:36:46,2026-08-18 08:42:14,W 26 St & 8 Ave,6253.07,6 Ave & W 33 St,5431.02,40.7472,-73.9973,40.7490,-73.9880,casual
R90400612,classic_bike,2026-08-18 08:38:02,2026-08-18 08:55:58,Broadway & E 14 St,6115.16,broadway & w 41 st,6732.19,40.7345,-73.9906,40.7553,-73.9868,member
R90400591,electric_bike,2026-08-18 08:38:33,2026-08-18 08:51:52,E 17 St & Broadway,5307.10,8 Ave & W 31 St,6359.12,40.7371,-73.9902,40.7505,-73.9947,casual
R90400570,electric_bike,2026-08-18 08:38:54,2026-08-18 08:45:07,W 33 St & 7 Ave,6594.06,Broadway & W 41 St,6732.19,40.7502,-73.9908,40.7553,-73.9868,member
R90400589,classic_bike,2026-08-18 08:39:34,,E 75 St & 3 Ave,6186.15,,,40.7714,-73.9573,,,member
R90400575,classic_bike,2026-08-18 08:43:02,2026-08-18 08:51:13,Lexington Ave & E 63 St,5734.15,E 72 St & York Ave,6000.10,40.7642,-73.9660,40.7660,-73.9535,member
R90400568,classic_bike,2026-08-18 08:43:41,2026-08-18 08:57:31,W 21 St & 6 Ave,6173.11,W 45 St & 6 Ave,6785.05,40.7417,-73.9942,40.7566,-73.9826,member
R90400598,electric_bike,2026-08-18 08:44:17,2026-08-18 08:53:13,University Pl & E 14 St,5183.03,6 Ave & W 33 St,5431.02,40.7349,-73.9922,40.7490,-73.9880,member
R90400567,classic_bike,2026-08-18 08:45:08,2026-08-18 08:56:40,1 Ave & E 68 St,371,E 47 St & Park Ave,6462.07,40.7651,-73.9582,40.7550,-73.9750,casual
R90400586,classic_bike,2026-08-18 08:45:51,2026-08-18 09:09:23,1 Ave & E 68 St,6056.19,W 21 St & 6 Ave,6173.11,40.7651,-73.9582,40.7417,-73.9942,casual
R90400600,classic_bike,2026-08-18 08:46:52,2026-08-18 08:59:09,west st & chambers st,6917.09,Cleveland Pl & Spring St,508,40.7175,-74.0132,40.7220,-73.9973,member
R90400623,classic_bike,2026-08-18 08:47:48,2026-08-18 08:51:47,W 17 St & 8 Ave,5891.11,9 Ave & W 22 St,6088.11,40.7418,-74.0015,40.7455,-74.0019,casual
R90400607,classic_bike,2026-08-18 08:48:56,2026-08-18 09:06:13,Carmine St & 6 Ave,6650.03,South End Ave & Liberty St,6060.05,40.7303,-74.0022,40.7112,-74.0158,member
R90400577,classic_bike,2026-08-18 08:49:16,2026-08-18 09:03:16,Lexington Ave & E 63 St,5734.15,W 45 St & 6 Ave,6785.05,40.7642,-73.9660,40.7566,-73.9826,member
R90400606,classic_bike,2026-08-18 08:49:24,2026-08-18 09:03:53,Lexington Ave & E 63 St,5734.15,W 45 St & 6 Ave,366,40.7642,-73.9660,40.7566,-73.9826,member
R90400618,classic_bike,2026-08-18 08:49:31,2026-08-18 09:04:48,University Pl & E 14 St,5183.03,Pershing Square North,6711.03,40.7349,-73.9922,40.7518,-73.9778,member
R90400610,electric_bike,2026-08-18 08:51:21,2026-08-18 08:57:42,Broadway & Battery Pl,6881.14,Vesey Pl & River Terrace,6741.09,40.7045,-74.0136,40.7153,-74.0163,member
R90400580,electric_bike,2026-08-18 08:51:44,2026-08-18 09:02:37,E 17 St & Broadway ,5307.10,W 41 St & 8 Ave,6419.19,40.7371,-73.9902,40.7562,-73.9901,member
R90400569,classic_bike,2026-08-18 08:52:01,2026-08-18 09:18:59,1 Ave & E 68 St,6056.19,W 41 St & 8 Ave,6419.19,40.7651,-73.9582,40.7562,-73.9901,member
R90400592,classic_bike,2026-08-18 08:53:24,2026-08-18 09:05:45,University Pl & E 14 St,5183.03,Cleveland Pl & Spring St,508,40.7349,-73.9922,40.7220,-73.9973,member
R90400572,classic_bike,2026-08-18 08:54:23,2026-08-18 09:01:11,8 Ave & W 31 St,6359.12,Broadway & W 41 St,6732.19,40.7505,-73.9947,40.7553,-73.9868,casual
R90400581,electric_bike,2026-08-18 08:54:57,2026-08-18 09:06:27,1 Ave & E 68 St,6056.19,E 47 St & Park Ave,6462.07,40.7651,-73.9582,40.7550,-73.9750,member
R90400595,electric_bike,2026-08-18 08:54:59,2026-08-18 09:06:14,1 Ave & E 68 St,6056.19,E 43 St & Vanderbilt Ave,6741.16,40.7651,-73.9582,40.7530,-73.9774,member
R90400565,classic_bike,2026-08-18 08:56:42,2026-08-18 09:18:26,Broadway & E 14 St,6115.16,Vesey Pl & River Terrace,6741.09,40.7345,-73.9906,40.7153,-74.0163,casual
R90400609,electric_bike,2026-08-18 08:57:00,2026-08-18 09:10:15,W 26 St & 8 Ave,6253.07,Pershing  Square North,6711.03,40.7472,-73.9973,40.7518,-73.9778,casual
R90400615,classic_bike,2026-08-18 08:57:40,2026-08-18 09:11:17,Christopher St & Greenwich St,6202.07,W 33 St & 7 Ave,6594.06,40.7329,-74.0071,40.7502,-73.9908,casual
R90400601,classic_bike,2026-08-18 08:58:09,2026-08-18 09:01:03,E 47 St & Park Ave,6462.07,Pershing Square North,6711.03,40.7550,-73.9750,40.7518,-73.9778,casual
R90400613,classic_bike,2026-08-18 08:58:31,2026-08-18 09:02:23,Broadway & W 41 St,6732.19,W 33 St & 7 Ave,6594.06,40.7553,-73.9868,40.7502,-73.9908,member
R90400619,classic_bike,2026-08-18 08:59:03,2026-08-18 09:07:55,E 7 St & Avenue A,5428.06,Cleveland Pl & Spring St,6679.12,40.7263,-73.9838,40.7220,-73.9973,member
R90400666,electric_bike,2026-08-18 09:00:09,2026-08-18 09:02:00,University Pl & E 14 St,5183.03,E 17 St & Broadway,5307.10,40.7349,-73.9922,40.7371,-73.9902,member
R90400659,classic_bike,2026-08-18 09:01:36,2026-08-18 09:11:07,Vesey  Pl & River Terrace,6741.09,Broadway & Battery Pl,6881.14,40.7153,-74.0163,40.7045,-74.0136,member
R90400660,classic_bike,2026-08-18 09:02:28,2026-08-18 09:10:18,Lafayette St & E 8 St,5906.08,Cleveland Pl & Spring St,6679.12,40.7302,-73.9911,40.7220,-73.9973,casual
R90400646,classic_bike,2026-08-18 09:03:44,2026-08-18 09:18:28,E 17 St & Broadway,5307.10,W 20 St & 11 Ave,5160.04,40.7371,-73.9902,40.7465,-74.0077,member
R90400656,classic_bike,2026-08-18 09:04:17,2026-08-18 09:25:04,lafayette st & e 8 st,5906.08,W 45 St & 6 Ave,6785.05,40.7302,-73.9911,40.7566,-73.9826,member
R90400648,classic_bike,2026-08-18 09:05:33,2026-08-18 09:08:58,W 26 St & 8 Ave,6253.07,9 ave & w 22 st,6088.11,40.7472,-73.9973,40.7455,-74.0019,member
R90400643,electric_bike,2026-08-18 09:05:40,2026-08-18 09:16:21,E 17 St & Broadway,5307.10,W 45 St & 6 Ave,6785.05,40.7371,-73.9902,40.7566,-73.9826,member
R90400676,electric_bike,2026-08-18 09:07:47,2026-08-18 09:21:42,Lafayette St & E 8 St,5906.08,W 41 St & 8 Ave,6419.19,40.7302,-73.9911,40.7562,-73.9901,member
R90400645,classic_bike,2026-08-18 09:09:04,2026-08-18 09:34:12,E 75 St & 3 Ave,6186.15,6 Ave & W 33 St,5431.02,40.7714,-73.9573,40.7490,-73.9880,casual
R90400650,electric_bike,2026-08-18 09:11:05,2026-08-18 09:19:58,W 17 St & 8 Ave,5891.11,Pershing Square North,6711.03,40.7418,-74.0015,40.7518,-73.9778,casual
R90400633,electric_bike,2026-08-18 09:11:34,2026-08-18 09:23:30,Broadway & E 14 St,6115.16,W 45 St & 6 Ave,6785.05,40.7345,-73.9906,40.7566,-73.9826,member
R90400637,classic_bike,2026-08-18 09:12:42,2026-08-18 09:38:22,Carmine St & 6 Ave,6650.03,E 47 St & Park Ave,6462.07,40.7303,-74.0022,40.7550,-73.9750,casual
R90400632,classic_bike,2026-08-18 09:14:36,2026-08-18 09:25:44,W  21 St & 6 Ave,6173.11,Lafayette St & E 8 St,5906.08,40.7417,-73.9942,40.7302,-73.9911,member
R90400640,classic_bike,2026-08-18 09:15:44,2026-08-18 09:22:55,Pershing Square North,6711.03,W 45 St & 6 Ave,366,40.7518,-73.9778,40.7566,-73.9826,member
R90400651,classic_bike,2026-08-18 09:15:48,2026-08-18 09:24:16,Broadway & Battery Pl,6881.14,Vesey Pl & River Terrace,6741.09,40.7045,-74.0136,40.7153,-74.0163,member
R90400641,classic_bike,2026-08-18 09:16:33,2026-08-18 09:27:58,W 17 St & 8 Ave,5891.11,6 Ave & W 33 St,5431.02,40.7418,-74.0015,40.7490,-73.9880,member
R90400641,classic_bike,2026-08-18 09:16:33,2026-08-18 09:27:58,W 17 St & 8 Ave,5891.11,6 Ave & W 33 St,5431.02,40.7418,-74.0015,40.7490,-73.9880,member
R90400662,classic_bike,2026-08-18 09:16:46,2026-08-18 09:28:22,University Pl & E 14 St,5183.03,Cleveland Pl & Spring St,6679.12,40.7349,-73.9922,40.7220,-73.9973,member
R90400631,classic_bike,2026-08-18 09:16:47,2026-08-18 09:35:24,E 72 St & York Ave,6000.10,E 43 St & Vanderbilt Ave,6741.16,40.7660,-73.9535,40.7530,-73.9774,member
R90400644,electric_bike,2026-08-18 09:16:52,2026-08-18 09:30:04,E 75 St and 3 Ave,6186.15,Pershing Square North,6711.03,40.7714,-73.9573,40.7518,-73.9778,casual
R90400647,classic_bike,2026-08-18 09:16:58,2026-08-18 09:24:18,South End Ave & Liberty St,6060.05,west st & chambers st,6917.09,40.7112,-74.0158,40.7175,-74.0132,member
R90400634,classic_bike,2026-08-18 09:17:23,2026-08-18 09:28:02,W 21 St & 6 Ave,6173.11,Pershing Square North,6711.03,40.7417,-73.9942,40.7518,-73.9778,member
R90400635,classic_bike,2026-08-18 09:17:51,2026-08-18 09:26:19,Carmine St & 6 Ave,6650.03,Cleveland  Pl & Spring St,6679.12,40.7303,-74.0022,40.7220,-73.9973,member
R90400652,classic_bike,2026-08-18 09:17:54,2026-08-18 09:27:48,Carmine St & 6 Ave,284,Cleveland Pl & Spring St ,6679.12,40.7303,-74.0022,40.7220,-73.9973,casual
R90400673,classic_bike,2026-08-18 09:18:14,2026-08-18 09:27:52,E 72 St & York Ave,6000.10,Lexington Ave & E 63 St,5734.15,40.7660,-73.9535,40.7642,-73.9660,member
R90400663,classic_bike,2026-08-18 09:19:52,2026-08-18 09:39:46,E 17 St & Broadway,5307.10,W 41 St & 8 Ave,6419.19,40.7371,-73.9902,40.7562,-73.9901,member
R90400639,classic_bike,2026-08-18 09:20:04,2026-08-18 09:42:13,Lafayette St & E 8 St,5906.08,W 41 St & 8 Ave,6419.19,40.7302,-73.9911,40.7562,-73.9901,member
R90400657,classic_bike,2026-08-18 09:21:13,2026-08-18 09:34:05,E 7 St & Avenue A,5428.06,Cleveland Pl & Spring St,6679.12,40.7263,-73.9838,40.7220,-73.9973,casual
R90400669,classic_bike,2026-08-18 09:21:46,2026-08-18 09:40:21,E 75 St & 3 Ave,6186.15,Pershing Square North,6711.03,40.7714,-73.9573,40.7518,-73.9778,member
R90400642,classic_bike,2026-08-18 09:27:51,2026-08-18 09:42:26,Carmine St & 6 Ave,6650.03,Vesey Pl & River Terrace,6741.09,40.7303,-74.0022,40.7153,-74.0163,member
R90400674,classic_bike,2026-08-18 09:28:29,2026-08-18 09:44:04,University Pl & E 14 St,5183.03,Pershing Square North,6711.03,40.7349,-73.9922,40.7518,-73.9778,member
R90400664,classic_bike,2026-08-18 09:29:22,2026-08-18 09:40:56,Pershing Square North,6711.03,W 41 St & 8 Ave,6419.19,40.7518,-73.9778,40.7562,-73.9901,member
R90400668,electric_bike,2026-08-18 09:31:11,2026-08-18 09:39:53,W 26 St & 8 Ave,439,6 ave & w 33 st,5431.02,40.7472,-73.9973,40.7490,-73.9880,member
R90400654,electric_bike,2026-08-18 09:32:10,2026-08-18 09:42:40,w 33 st & 7 ave,6594.06,E 47 St & Park Ave,6462.07,40.7502,-73.9908,40.7550,-73.9750,member
R90400670,classic_bike,2026-08-18 09:34:17,2026-08-18 09:47:25,E 17 St & Broadway,5307.10,8 Ave & W 31 St,6359.12,40.7371,-73.9902,40.7505,-73.9947,casual
R90400675,classic_bike,2026-08-18 09:42:49,2026-08-18 10:09:45,Christopher St & Greenwich St,6202.07,Pershing Square North,6711.03,40.7329,-74.0071,40.7518,-73.9778,member
R90400665,electric_bike,2026-08-18 09:45:13,2026-08-18 09:52:18,W 21 St & 6 Ave,406,W 33 St & 7 Ave,6594.06,40.7417,-73.9942,40.7502,-73.9908,member
R90400671,electric_bike,2026-08-18 09:46:57,2026-08-18 09:51:59,W 21 St & 6 Ave,6173.11,W 33 St & 7 Ave,6594.06,40.7417,-73.9942,40.7502,-73.9908,member
R90400653,classic_bike,2026-08-18 09:46:59,2026-08-18 10:02:05,E 72 St & York Ave,6000.10,E 47 St & Park Ave,6462.07,40.7660,-73.9535,40.7550,-73.9750,casual
R90400655,electric_bike,2026-08-18 09:48:15,2026-08-18 09:51:45,university pl & e 14 st,382,Broadway & E 14 St,6115.16,40.7349,-73.9922,40.7345,-73.9906,member
R90400667,classic_bike,2026-08-18 09:48:42,2026-08-18 10:08:14,W 17 St & 8 Ave,5891.11,Pershing Square North,6711.03,40.7418,-74.0015,40.7518,-73.9778,member
R90400672,electric_bike,2026-08-18 09:49:53,2026-08-18 10:06:50,E 7 St & Avenue A,5428.06,Broadway & Battery Pl,6881.14,40.7263,-73.9838,40.7045,-74.0136,member
R90400636,classic_bike,2026-08-18 09:50:42,2026-08-18 10:11:16,Lexington Ave & E 63 St,5734.15,9 Ave & W 22 St ,339,40.7642,-73.9660,40.7455,-74.0019,member
R90400658,classic_bike,2026-08-18 09:53:42,2026-08-18 10:06:56,W 20 St & 11 Ave,5160.04,W 33 St & 7 Ave,6594.06,40.7465,-74.0077,40.7502,-73.9908,casual
R90400661,classic_bike,2026-08-18 09:57:10,2026-08-18 10:12:46,E 72 St & York Ave,6000.10,E 43 St & Vanderbilt Ave,6741.16,40.7660,-73.9535,40.7530,-73.9774,casual
R90400638,classic_bike,2026-08-18 09:57:13,2026-08-18 10:14:28,University Pl & E 14 St,5183.03,Broadway & W 41 St,6732.19,40.7349,-73.9922,40.7553,-73.9868,member
R90400649,classic_bike,2026-08-18 09:58:01,2026-08-18 10:19:21,Carmine St & 6 Ave,6650.03,Broadway & Battery Pl ,6881.14,40.7303,-74.0022,40.7045,-74.0136,member
R90400685,electric_bike,2026-08-18 10:02:36,2026-08-18 10:06:22,6 Ave & W 33 St,5431.02,W 33 St & 7 Ave,6594.06,40.7490,-73.9880,40.7502,-73.9908,casual
R90400683,classic_bike,2026-08-18 10:10:56,2026-08-18 10:33:00,6 Ave & W 33 St,532,1 Ave & E 68 St,6056.19,40.7490,-73.9880,40.7651,-73.9582,casual
R90400680,classic_bike,2026-08-18 10:19:34,2026-08-18 10:27:36,E 47 St & Park Ave,6462.07,W 41 St & 8 Ave,6419.19,40.7550,-73.9750,40.7562,-73.9901,member
R90400684,classic_bike,2026-08-18 10:22:12,2026-08-18 10:37:22,W 33 St & 7 Ave,6594.06,W 20 St & 11 Ave,207,40.7502,-73.9908,40.7465,-74.0077,member
R90400682,electric_bike,2026-08-18 10:28:40,2026-08-18 10:37:25,w 17 st & 8 ave,5891.11,Pershing Square North,6711.03,40.7418,-74.0015,40.7518,-73.9778,member
R90400681,classic_bike,2026-08-18 10:36:58,2026-08-18 10:56:34,E 72 St & York Ave,6000.10,E 43 St & Vanderbilt Ave,6741.16,40.7660,-73.9535,40.7530,-73.9774,member
R90400686,electric_bike,2026-08-18 10:43:09,2026-08-18 10:59:49,university pl & e 14 st,382,West St & Chambers St,6917.09,40.7349,-73.9922,40.7175,-74.0132,member
R90400677,classic_bike,2026-08-18 10:50:23,2026-08-18 11:08:59,1 Ave & E 68 St,6056.19,6 Ave & W 33 St,5431.02,40.7651,-73.9582,40.7490,-73.9880,member
R90400678,classic_bike,2026-08-18 10:50:53,2026-08-18 10:55:57,Lafayette St & E 8 St,5906.08,Broadway & E 14 St,6115.16,40.7302,-73.9911,40.7345,-73.9906,casual
R90400679,electric_bike,2026-08-18 10:58:39,2026-08-18 11:06:50,W 20 St & 11 Ave,5160.04,9 Ave & W 22 St,6088.11,40.7465,-74.0077,40.7455,-74.0019,casual
R90400699,classic_bike,2026-08-18 11:02:59,2026-08-18 11:18:28,W 20 St & 11 Ave,5160.04,E 47 St & Park Ave,6462.07,40.7465,-74.0077,40.7550,-73.9750,member
R90400697,classic_bike,2026-08-18 11:05:12,2026-08-18 11:18:31,9 Ave & W 22 St,339,Broadway & E 14 St,6115.16,40.7455,-74.0019,40.7345,-73.9906,casual
R90400692,classic_bike,2026-08-18 11:05:35,2026-08-18 11:20:13,West St & Chambers St,6917.09,University Pl & E 14 St,5183.03,40.7175,-74.0132,40.7349,-73.9922,casual
R90400702,classic_bike,2026-08-18 11:09:00,2026-08-18 11:18:19,E  7 St & Avenue A,5428.06,Cleveland Pl & Spring St,6679.12,40.7263,-73.9838,40.7220,-73.9973,member
R90400703,classic_bike,2026-08-18 11:09:58,2026-08-18 11:36:15,W 33 St & 7 Ave,6594.06,West St & Chambers St,6917.09,40.7502,-73.9908,40.7175,-74.0132,member
R90400704,classic_bike,2026-08-18 11:10:08,2026-08-18 11:14:11,University Pl & E 14 St,5183.03,E 17 St & Broadway,5307.10,40.7349,-73.9922,40.7371,-73.9902,member
R90400691,electric_bike,2026-08-18 11:10:51,2026-08-18 11:19:59,Broadway & W 41 St,241,W 26 St & 8 Ave,6253.07,40.7553,-73.9868,40.7472,-73.9973,member
R90400695,classic_bike,2026-08-18 11:11:30,2026-08-18 11:21:49,W 20 St & 11 Ave,5160.04,Christopher St & Greenwich St,6202.07,40.7465,-74.0077,40.7329,-74.0071,casual
R90400688,classic_bike,2026-08-18 11:15:37,2026-08-18 11:24:19,Pershing Square North,6711.03,W 41 St & 8 Ave,6419.19,40.7518,-73.9778,40.7562,-73.9901,member
R90400701,classic_bike,2026-08-18 11:19:07,2026-08-18 11:26:59,W 41 St & 8 Ave,6419.19,W 33 St & 7 Ave,6594.06,40.7562,-73.9901,40.7502,-73.9908,casual
R90400689,electric_bike,2026-08-18 11:26:35,2026-08-18 11:43:52,E 7 St & Avenue A,5428.06,6 Ave & W 33 St,5431.02,40.7263,-73.9838,40.7490,-73.9880,casual
R90400696,classic_bike,2026-08-18 11:33:37,2026-08-18 11:59:29,E 47 St & Park Ave,6462.07,Carmine St & 6 Ave,6650.03,40.7550,-73.9750,40.7303,-74.0022,member
R90400700,classic_bike,2026-08-18 11:36:18,2026-08-18 11:40:44,1 Ave & E 68 St,6056.19,E 72 St & York Ave ,6000.10,40.7651,-73.9582,40.7660,-73.9535,member
R90400694,classic_bike,2026-08-18 11:37:12,2026-08-18 11:40:53,W 33 St & 7 Ave,6594.06,W 41 St & 8 Ave,6419.19,40.7502,-73.9908,40.7562,-73.9901,member
R90400690,classic_bike,2026-08-18 11:42:45,2026-08-18 11:56:49,W 45 St & 6 Ave,6785.05,Lexington Ave & E 63 St,5734.15,40.7566,-73.9826,40.7642,-73.9660,casual
R90400698,classic_bike,2026-08-18 11:43:09,2026-08-18 11:52:20,Pershing Square North,6711.03,6 Ave & W 33 St,5431.02,40.7518,-73.9778,40.7490,-73.9880,member
R90400693,electric_bike,2026-08-18 11:52:01,,Vesey Pl & River Terrace,6741.09,,,40.7153,-74.0163,,,member
R90400687,classic_bike,2026-08-18 11:53:06,2026-08-18 12:07:41,Christopher St & Greenwich St,6202.07,University Pl & E 14 St,5183.03,40.7329,-74.0071,40.7349,-73.9922,member
R90400712,electric_bike,2026-08-18 12:01:23,,W 26 St & 8 Ave,6253.07,,,40.7472,-73.9973,,,casual
R90400705,classic_bike,2026-08-18 12:01:32,2026-08-18 12:07:56,W 45 St & 6 Ave,6785.05,pershing square north,6711.03,40.7566,-73.9826,40.7518,-73.9778,member
R90400706,classic_bike,2026-08-18 12:03:20,2026-08-18 12:22:07,E 47 St & Park Ave,6462.07,Lafayette St & E 8 St,5906.08,40.7550,-73.9750,40.7302,-73.9911,member
R90400717,docked_bike,2026-08-18 12:05:12,2026-08-18 12:12:05,9 ave & w 22 st,6088.11,W 26 St & 8 Ave,6253.07,40.7455,-74.0019,40.7472,-73.9973,member
R90400714,classic_bike,2026-08-18 12:06:39,2026-08-18 12:23:37,Pershing Square North,6711.03,E 75 St & 3 Ave,6186.15,40.7518,-73.9778,40.7714,-73.9573,member
R90400710,classic_bike,2026-08-18 12:08:38,2026-08-18 12:18:43,Pershing Square North,6711.03,W 21 St & 6 Ave ,6173.11,40.7518,-73.9778,40.7417,-73.9942,member
R90400726,classic_bike,2026-08-18 12:10:43,2026-08-18 12:16:53,W 33 St & 7 Ave,6594.06,W 26 St & 8 Ave,6253.07,40.7502,-73.9908,40.7472,-73.9973,member
R90400713,electric_bike,2026-08-18 12:10:48,2026-08-18 12:15:11,Broadway & W 41 St,241,8 Ave & W 31 St,6359.12,40.7553,-73.9868,40.7505,-73.9947,member
R90400715,classic_bike,2026-08-18 12:11:33,2026-08-18 12:19:37,W 21 St & 6 Ave,6173.11,W 33 St & 7 Ave,6594.06,40.7417,-73.9942,40.7502,-73.9908,member
R90400708,classic_bike,2026-08-18 12:12:58,2026-08-18 12:41:27,E 72 St & York Ave,6000.10,Broadway & E 14 St,6115.16,40.7660,-73.9535,40.7345,-73.9906,member
R90400723,classic_bike,2026-08-18 12:21:04,2026-08-18 12:31:06,Cleveland Pl & Spring St,508,West St & Chambers St,6917.09,40.7220,-73.9973,40.7175,-74.0132,member
R90400727,classic_bike,2026-08-18 12:21:12,2026-08-18 12:47:11,Broadway & Battery Pl,6881.14,E 7 St & Avenue A,5428.06,40.7045,-74.0136,40.7263,-73.9838,casual
R90400728,classic_bike,2026-08-18 12:21:40,2026-08-18 12:30:22,6 Ave & W 33 St,5431.02,pershing square north,6711.03,40.7490,-73.9880,40.7518,-73.9778,member
